route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
134841,ALLGO,322,Lijn 322 (R-net) Almere Parkwijk - A'dam Amstel,,3,e00713,ffffff,
134842,ALLGO,326,Lijn 326 (R-net) Almere Stad - Blaricum P+R,,3,e00713,ffffff,
134843,ALLGO,327,Lijn 327 (R-net) Almere Haven - Amsterdam Amstel,,3,e00713,ffffff,
134844,ALLGO,330,Lijn 330 (R-net) Almere Buiten - A'dam Bijlmer,,3,e00713,ffffff,
134845,ALLGO,N22,Lijn N22 (NightGo) A'dam Leidsepl.- Almere Buiten,,3,f59c00,000000,
134846,ALLGO,N23,Lijn N23 (NightGo) A'dam Centraal - Almere Centrum,,3,e00713,ffffff,
134847,ALLGO,M1,Lijn M1 (Havenmetro) Stat. Centrum - Haven Centrum,,3,0067a7,ffffff,
134848,ALLGO,M2,Lijn M2 (Buitenmetro) Stat. Centrum - Striphelden,,3,0ba13b,ffffff,
134849,ALLGO,M3,Lijn M3 (Muziekmetro) Stat. Centrum - Muziekwijk,,3,e00713,ffffff,
134850,ALLGO,M4,Lijn M4 (Poortmetro) Stat. Centrum - Stat. Poort,,3,fdc300,000000,
134851,ALLGO,M5,Lijn M5 (Dansmetro) Stat. Centrum  - Parkwijk,,3,f59c00,000000,
134852,ALLGO,M6,Lijn M6 (Noorderplassenmetro) Stat. Cen. - Nrdpl.,,3,007a86,ffffff,
134853,ALLGO,M7,Lijn M7 (Parkmetro) Stat. Centrum - Oostvaarders,,3,912e7b,ffffff,
134854,ALLGO,M8,Lijn M8 (Nobelhorstmetro) Stat. Centr - Nobelhorst,,3,cdd500,000000,
134855,ALLGO,22,Lijn 22 (FlexiGo) Station Buiten - De Vaart,,3,858c96,ffffff,
134856,ALLGO,24,Lijn 24 (DuinGo) Station Poort - Duin,,3,858c96,ffffff,
134858,ALLGO,28,Lijn 28 Buurtbus Oosterwold,,3,858c96,000000,
140855,ALLGO,28,Lijn 28 Buurtbus Almere Hout,,3,858c96,000000,
141883,ALLGO,329,Lijn 329 (R-net) Almere Haven - Amsterdam Amstel,,3,e00713,ffffff,
128053,ARR,146,Culemborg - Vianen,,3,00becd,000000,
128057,ARR,244,Tiel - Zoelen,,3,98c818,000000,
128058,ARR,245,Tiel Station - Tiel Oost,,3,98c818,000000,
128064,ARR,265,Beneden-Leeuwen - Dreumel,,3,98c818,000000,
134411,ARR,C11,Bocholt - Aalten,,3,808080,000000,
134417,ARR,40,Dinxperlo via Terborg - Doetinchem,,3,00becd,000000,
134426,ARR,82,Zutphen - Doetinchem,,3,00becd,000000,
134429,ARR,174,Varsseveld - Westendorp,,3,98c818,000000,
134439,ARR,450,Zutphen via Laren - Zutphen,,3,00becd,000000,
134440,ARR,458,Borculo via Lochem en Ruurlo - Borculo,,3,00becd,000000,
134441,ARR,480,Zutphen via Warnsveld en Zuidwijken - Zutphen,,3,00becd,000000,
134451,ARR,858,Vorden - Borculo - Vorden,,3,00becd,000000,
136746,ARR,1,Capital Programme - Plaza,,3,,,
136747,ARR,3,P3 - Vertrekhallen - Plaza,,3,,,
139501,ARR,187,Venray via Castenray - Horst,,3,ff8000,000000,
139621,ARR,60,Echt - Maria Hoop,,3,00becd,000000,
139622,ARR,61,Roermond via Montfort - Echt,,3,00becd,000000,
139623,ARR,62,Roermond via Herkenbosch - Roermond.,,3,00becd,000000,
139624,ARR,63,Roermond via Posterholt - Roermond.,,3,00becd,000000,
139625,ARR,66,Venlo via Reuver - Roermond,,3,00becd,000000,
139626,ARR,67,Roermond via Linne - Echt,,3,00becd,000000,
139627,ARR,68,Roermond via Stevensweert - Echt,,3,00becd,000000,
139628,ARR,70,Venlo via Meijel - Weert,,3,00becd,000000,
139629,ARR,71,Weert via Roggel - Meijel,,3,00becd,000000,
139630,ARR,72,Roermond via Panningen - Venlo,,3,00becd,000000,
139631,ARR,73,Roermond - Weert,,3,00becd,000000,
139632,ARR,74,Nederweert via Weert - Stramproy,,3,00becd,000000,
139633,ARR,75,Meijel - Roermond,,3,00becd,000000,
139634,ARR,76,Maasbracht - Ell,,3,00becd,000000,
139635,ARR,77,Venlo via Kessel - Roermond,,3,00becd,000000,
139636,ARR,78,Baarlo - Grashoek,,3,00becd,000000,
139637,ARR,79,Horst/Sevenum - Panningen,,3,00becd,000000,
139638,ARR,80,Venray Station via Venray Centrum - Deurne,,3,00becd,000000,
139639,ARR,81,Venray via Wanssum - Well,,3,00becd,000000,
139640,ARR,83,Nijmegen - Venlo,,3,00becd,000000,
139641,ARR,84,Boxmeer - Gennep,,3,00becd,000000,
139642,ARR,85,Siebengewald - Boxmeer,,3,00becd,000000,
139643,ARR,86,Venlo via Greenport - Horst,,3,00becd,000000,
139644,ARR,87,Venlo via Horst/Sevenum - Venray,,3,00becd,000000,
139645,ARR,88,Venlo via Grubbenvorst - Venray Station,,3,00becd,000000,
139646,ARR,89,Venray via Horst/Lottum - Venlo,,3,00becd,000000,
139647,ARR,279,Lottum - Evertsoord,,3,00becd,000000,
139648,ARR,289,Venray Station - Horst,,3,00becd,000000,
139649,ARR,298,Merselo - Blitterswijck,,3,00becd,000000,
139650,ARR,1,Venlo Station via Tegelen - Kaldenkirchen,,3,ff00ff,000000,
139651,ARR,2,Blerick Klingerberg - Venlo Station,,3,800080,ffffff,
139652,ARR,3,Blerick Vossener - Venlo Station,,3,339966,000000,
139653,ARR,4,Venlo Station via Stalberg - Venlo Station.,,3,ffcc00,000000,
139654,ARR,5,Venlo Station via Noorderpoort - Venlo Station.,,3,0000ff,ffffff,
139655,ARR,1,Kitskensberg via Donderberg - Roermond Station,,3,ff00ff,000000,
139656,ARR,2,Roermond - Herten,,3,800080,ffffff,
139657,ARR,1,Weert Station - Weert Boshoven,,3,ff00ff,000000,
139658,ARR,2,Weert Station - Laar,,3,800080,ffffff,
139659,ARR,3,Weert Station - Leuken,,3,339966,000000,
139660,ARR,4,Weert Station - Altweerterheide,,3,ffcc00,000000,
139667,ARR,790,Weert via Ittervoort - Heythuysen,,3,00becd,000000,
139668,ARR,794,Boukoul - Roermond Leeuwen,,3,00becd,000000,
139669,ARR,796,Heythuysen - Nederweert,,3,00becd,000000,
139670,ARR,811,Vlinder Venlo,,3,00becd,000000,
139671,ARR,881,Vlinder Venray,,3,00becd,000000,
139672,ARR,1,Malberg via MUMC - De Heeg,,3,ff00ff,000000,
139673,ARR,2,Oud Caberg via Heer - De Heeg,,3,800080,ffffff,
139674,ARR,3,Wolder via Koningsplein - Nazareth/P+R Noord,,3,339966,000000,
139675,ARR,4,Pottenberg/Caberg via Scharn - Valkenburg,,3,ffcc00,000000,
139676,ARR,5,Daalhof via MUMC - Heugem,,3,0000ff,ffffff,
139677,ARR,6,Markt via De Geusselt - Amby,,3,00ffff,000000,
139678,ARR,7,Forum MECC via Sibemaweg - Caberg/Pottenberg,,3,ffff00,000000,
139679,ARR,8,Maastricht via Bemelen - Valkenburg,,3,7570b3,000000,
139680,ARR,9,Maastricht via Borgharen - Bunde,,3,99cc00,000000,
139682,ARR,11,Maastricht Station via Scharn - Forum MECC,,3,c6a572,000000,
139683,ARR,12,Maastricht Boschpoort via Station - St Pietersberg,,3,007446,ffffff,
139684,ARR,13,Maastricht Station - Kanne (B),,3,524fa2,ffffff,
139685,ARR,15,Daalhof via Station en MUMC - Eijsden,,3,00a886,000000,
139686,ARR,16,Sittard via Born - Obbicht,,3,00becd,000000,
139687,ARR,17,Sittard via NedCar/Holtum en Born - Sittard.,,3,00becd,000000,
139688,ARR,18,Sittard via Born en Holtum/NedCar - Sittard.,,3,00becd,000000,
139689,ARR,27,Kerkrade Parkstad Stadion - Herzogenrath,,3,00becd,000000,
139690,ARR,28,Nuth - Voerendaal,,3,00becd,000000,
139691,ARR,30,Maastricht via MA Airport - Sittard,,3,00becd,000000,
139692,ARR,32,Sittard via Stein / Beek en Geleen - Sittard.,,3,00becd,000000,
139693,ARR,33,Sittard via Geleen en Beek / Stein - Sittard.,,3,00becd,000000,
139694,ARR,35,Sittard via Susteren - Maaseik,,3,00becd,000000,
139695,ARR,36,Sittard via Schinveld - Brunssum,,3,00becd,000000,
139696,ARR,37,Sittard via Merkelbeek - Brunssum,,3,00becd,000000,
139697,ARR,39,Urmond via Berg a/d Maas - Sittard,,3,00becd,000000,
139698,ARR,40,Heerlen via Hoensbroek - Sittard,,3,00becd,000000,
139699,ARR,43,Heerlen via Simpelveld - Vaals,,3,00becd,000000,
139700,ARR,44,Heerlen via Parkstad Stadion - Aachen,,3,00becd,000000,
139701,ARR,47,Gulpen via Simpelveld - Parkstad Stadion,,3,00becd,000000,
139702,ARR,51,Valkenburg via Sibbe - Margraten,,3,00becd,000000,
139703,ARR,52,Heerlen via Hulsberg - Meerssen,,3,00becd,000000,
139704,ARR,53,Hoensbroek via Schinnen - Geleen,,3,00becd,000000,
139705,ARR,54,Gulpen via Valkenburg - Geleen,,3,00becd,000000,
139706,ARR,55,Gulpen via Ubachsberg - Heerlen,,3,00becd,000000,
139707,ARR,56,Valkenburg via Hoensbroek - Brunssum,,3,00becd,000000,
139708,ARR,57,Maastricht via Epen - Gulpen,,3,00becd,000000,
139709,ARR,59,Mamelis via Vijlen - Vaals,,3,00becd,000000,
139710,ARR,149,Gulpen via Epen en Drielandenpunt - Vaals,,3,ff8000,000000,
139711,ARR,1,Hoensbroek via Heerlen - Bleijerheide,,3,ff00ff,000000,
139712,ARR,2,Brunssum/Hoensbroek via Heerlen - Bleijerheide,,3,800080,ffffff,
139713,ARR,3,Schinveld via Brunssum - Heerlen,,3,339966,000000,
139714,ARR,4,Hoensbroek via Heerlen - Parkstad Stadion,,3,ffcc00,000000,
139715,ARR,5,Heerlen via Landgraaf - Parkstad Stadion,,3,0000ff,ffffff,
139716,ARR,6,Kerkrade via Eygelshoven - Heerlen,,3,00ffff,000000,
139717,ARR,7,Ubach over Worms - Heerlen,,3,ffff00,000000,
139718,ARR,8,Ubach over Worms via Heerlen - Voerendaal,,3,7570b3,000000,
139719,ARR,9,Kerkrade via Luckerheide - Landgraaf Station,,3,99cc00,000000,
139721,ARR,321,Heerlen via Neerbeek - Beek,,3,00becd,000000,
139722,ARR,322,Vaals via Heerlen en Chemelot - Beek,,3,00becd,000000,
139723,ARR,332,Sittard via Chemelot - Beek,,3,00becd,000000,
139724,ARR,337,Brunssum via Sportzone - Chemelot,,3,00becd,000000,
139725,ARR,340,Hoensbroek via Sportzone - Chemelot,,3,00becd,000000,
139726,ARR,350,Maastricht via Gulpen - Aachen,,3,0000ff,ffffff,
139727,ARR,1,Sittard Station via Baandert - Kemperkoul,,3,ff00ff,000000,
139728,ARR,3,Sittard via Lindenheuvel - Geleen,,3,339966,000000,
139729,ARR,4,Sittard via Munstergeleen - Geleen,,3,ffcc00,000000,
139748,ARR,723,Landgraaf Station - Ubach Palenberg,,3,00becd,000000,
139749,ARR,791,Meerssen via Valkenburg - Eijsden,,3,00becd,000000,
139750,ARR,797,Beek-Elsloo via Geulle - Meerssen,,3,00becd,000000,
139751,ARR,SB3,Geilenkirchen - Sittard,,3,00becd,000000,
139752,ARR,805,Vlinder Sittard Kemperkoul,,3,00becd,000000,
139765,ARR,840,Tiel - Maurik,,3,ff6e1d,000000,
139768,ARR,850,Vlinder Gorssel-Laren,,3,ff6e1d,000000,
140138,ARR,42,Tiel - Druten,,3,00becd,000000,
140140,ARR,44,Tiel via Maurik - Wageningen,,3,00becd,000000,
140142,ARR,45,Tiel via Ochten - Wageningen,,3,00becd,000000,
140144,ARR,46,Tiel - Culemborg,,3,00becd,000000,
140146,ARR,47,Geldermalsen - Gorinchem,,3,00becd,000000,
140149,ARR,49,Zaltbommel - Brakel,,3,00becd,000000,
140151,ARR,67,Kerkdriel - Zaltbommel,,3,00becd,000000,
140153,ARR,68,Zaltbommel - Poederoijen,,3,00becd,000000,
140155,ARR,85,Druten - Nijmegen,,3,00becd,000000,
140158,ARR,165,Druten - 's-Hertogenbosch,,3,00becd,000000,
140160,ARR,166,Well - 's-Hertogenbosch,,3,00becd,000000,
140162,ARR,237,Heteren - Kesteren,,3,98c818,000000,
140164,ARR,248,Tiel - Zaltbommel,,3,98c818,000000,
140166,ARR,260,Geldermalsen - Leerdam,,3,98c818,000000,
140168,ARR,261,Geldermalsen via Est - Geldermalsen,,3,800080,ffffff,
140170,ARR,262,Geldermalsen - Tricht,,3,98c818,000000,
140172,ARR,266,Zaltbommel - Wijk en Aalburg,,3,98c818,000000,
140174,ARR,267,Hedel - Zaltbommel,,3,98c818,000000,
140176,ARR,268,Zaltbommel - Giessen,,3,98c818,000000,
140178,ARR,543,Tiel - Geldermalsen,,3,0000a0,ffffff,
140203,ARR,673,Leerdam - Gorinchem,,3,00becd,000000,
140219,ARR,401,Groningen - Leer,,3,,,
140220,ARR,401,Groningen - Leer,,3,,,
140221,ARR,620,Weener - Leer,,3,,,
140222,ARR,620,Weener - Leer,,3,,,
140328,ARR,23,Borculo - Doetinchem,,3,00becd,000000,
140330,ARR,24,'s-Heerenberg - Doetinchem,,3,00becd,000000,
140333,ARR,27,Arnhem via Giesbeek - Doetinchem,,3,00becd,000000,
140335,ARR,28,Gendringen - Doetinchem,,3,0000ff,ffffff,
140337,ARR,29,Arnhem via Rheden - Doetinchem,,3,00becd,000000,
140339,ARR,51,Vorden - Doetinchem,,3,00becd,000000,
140341,ARR,52,Laren - Lochem,,3,00becd,000000,
140343,ARR,57,Deventer - Borculo,,3,00becd,000000,
140345,ARR,58,Zutphen - Borculo,,3,00becd,000000,
140347,ARR,72,Neede - Lichtenvoorde,,3,00becd,000000,
140349,ARR,73,Enschede - Winterswijk,,3,00becd,000000,
140351,ARR,74,Enschede - Doetinchem,,3,00becd,000000,
140354,ARR,81,Zutphen - Deventer,,3,00becd,000000,
140356,ARR,83,Zutphen via Warnsveld - Zutphen,,3,00becd,000000,
140358,ARR,84,Zutphen via Zuidwijken - Zutphen,,3,00becd,000000,
140362,ARR,191,Ruurlo - Aalten,,3,98c818,000000,
140364,ARR,193,Zutphen via Wichmond - Kranenburg,,3,98c818,000000,
140366,ARR,194,Zelhem via Dinxperlo - Aalten,,3,98c818,000000,
140368,ARR,195,Megchelen - Terborg,,3,98c818,000000,
140370,ARR,196,Nieuw-Dijk via Wehl - 's-Heerenberg,,3,98c818,000000,
140372,ARR,197,'s-Heerenberg - Terborg,,3,98c818,000000,
140374,ARR,198,Neede via Borculo - Groenlo,,3,98c818,000000,
140376,ARR,199,Haaksbergen via Rekken - Eibergen,,3,98c818,000000,
140378,ARR,428,Dinxperlo via Gendringen - Doetinchem,,3,0000ff,ffffff,
140380,ARR,612,Doetinchem Station - Tweede Loolaan,,3,00becd,000000,
140382,ARR,623,Doetinchem Station - Graafschap College,,3,00becd,000000,
140384,ARR,627,Giesbeek - Doetinchem,,3,00becd,000000,
140386,ARR,628,Dinxperlo via Ulft - Doetinchem,,3,00becd,000000,
140388,ARR,651,Zutphen - Doetinchem,,3,00becd,000000,
140390,ARR,656,Doetinchem - Apeldoorn,,3,00becd,000000,
140393,ARR,697,Stokkum - Silvolde,,3,00becd,000000,
141337,ARR,672,Roermond - Panningen,,3,00becd,000000,
141338,ARR,674,Ospel - Weert,,3,00becd,000000,
141339,ARR,679,Horst/Sevenum - Panningen,,3,00becd,000000,
141340,ARR,683,Well - Venlo,,3,00becd,000000,
141341,ARR,684,Boxmeer - Gennep,,3,00becd,000000,
141342,ARR,687,Venlo - Horst,,3,00becd,000000,
141343,ARR,10,P+R Noord via Centrum - Randwyck,,3,e00000,ffffff,
141344,ARR,10,Heerlen via Parkstad Stadion - Avantis,,3,e00000,ffffff,
141345,ARR,601,Zuyd Hogeschool via Heerlerbaan/Station - Kerkrade,,3,00becd,000000,
141346,ARR,603,Brunssum via Heerlen - Parkstad Stadion,,3,00becd,000000,
141347,ARR,606,Kerkrade via Eygelshoven - Zuyd Hogeschool,,3,00becd,000000,
141348,ARR,611,Heerlen Station - Zuyd Hogeschool,,3,00becd,000000,
141349,ARR,615,Maastricht - MUMC,,3,00becd,000000,
141350,ARR,616,Sittard via Born - Obbicht,,3,00becd,000000,
141351,ARR,617,Sittard via NedCar - Holtum,,3,00becd,000000,
141352,ARR,618,Sittard via NedCar - Holtum,,3,00becd,000000,
141353,ARR,632,Sittard Station - Chemelot Campus,,3,00becd,000000,
141354,ARR,637,Sittard Sportzone - Brunssum,,3,00becd,000000,
141355,ARR,639,Urmond via Berg a/d Maas - Sittard,,3,00becd,000000,
141356,ARR,643,Heerlen via Parkstad Stadion - Vaals,,3,00becd,000000,
141357,ARR,647,Gulpen via Simpelveld - Parkstad Stadion,,3,00becd,000000,
141358,ARR,650,Bocholtz via Gulpen - Maastricht Centrum,,3,00becd,000000,
141359,ARR,655,Gulpen via Ubachsberg - Heerlen,,3,00becd,000000,
141360,ARR,657,Mheer via Banholt - Gulpen,,3,00becd,000000,
141361,ARR,658,Gulpen - Heerlen,,3,00becd,000000,
141362,ARR,659,Maastricht via Gulpen - Vaals,,3,00becd,000000,
141363,ARR,41,Wageningen via Maurik - Culemborg,,3,ff00ff,000000,
141364,ARR,42,Tiel - Druten,,3,ff00ff,000000,
141365,ARR,44,Tiel via Maurik - Rhenen,,3,004040,ffffff,
141366,ARR,45,Tiel via Ochten - Wageningen,,3,ff00ff,000000,
141367,ARR,46,Tiel via Culemborg - Vianen,,3,ff00ff,000000,
141368,ARR,47,Geldermalsen - Gorinchem,,3,ff00ff,000000,
141369,ARR,48,Tiel via Medel- Passewaaij,,3,,,
141370,ARR,49,Zaltbommel - Brakel,,3,00becd,000000,
141371,ARR,67,Kerkdriel - Zaltbommel,,3,00becd,000000,
141372,ARR,68,Zaltbommel - Aalst,,3,,,
141373,ARR,85,Druten - Nijmegen,,3,00becd,000000,
141374,ARR,148,Tiel Station - Medel / Lingemeer,,3,,,
141375,ARR,165,Druten - 's-Hertogenbosch,,3,00becd,000000,
141376,ARR,166,Well - 's-Hertogenbosch,,3,00becd,000000,
141377,ARR,237,Heteren - Kesteren,,3,ab34a8,ffffff,
141378,ARR,248,Tiel - Zaltbommel,,3,ab34a8,ffffff,
141379,ARR,260,Geldermalsen - Leerdam,,3,ab34a8,ffffff,
141380,ARR,261,Geldermalsen via Est - Geldermalsen,,3,ab34a8,ffffff,
141381,ARR,262,Geldermalsen - Tricht,,3,ab34a8,ffffff,
141382,ARR,263,Maurik - Zoelmond,,3,ab34a8,ffffff,
141383,ARR,263,Maurik - Beusichem,,3,98c818,000000,
141384,ARR,266,Zaltbommel - Wijk en Aalburg,,3,ab34a8,ffffff,
141385,ARR,267,Hedel - Zaltbommel,,3,ab34a8,ffffff,
141386,ARR,268,Zaltbommel - Giessen,,3,ab34a8,ffffff,
141387,ARR,543,Tiel - Geldermalsen,,3,00bece,000000,
141388,ARR,626,Hedel - Gorinchem,,3,008040,ffffff,
141389,ARR,626,Hedel - Gorinchem,,3,00becd,000000,
141390,ARR,641,Lienden/Eck en Wiel - Culemborg,,3,00becd,000000,
141391,ARR,647,Enspijk via Geldermalsen - Gorinchem,,3,008040,ffffff,
141392,ARR,647,Enspijk via Geldermalsen - Gorinchem,,3,00becd,000000,
141393,ARR,648,Zaltbommel - Tiel,,3,008040,ffffff,
141394,ARR,648,Zaltbommel - Tiel,,3,00becd,000000,
141395,ARR,649,Brakel - Zaltbommel,,3,008040,ffffff,
141396,ARR,649,Brakel - Zaltbommel,,3,00becd,000000,
141397,ARR,650,Leerdam - Culemborg,,3,008040,ffffff,
141398,ARR,650,Leerdam - Culemborg,,3,00becd,000000,
141399,ARR,660,Asperen - Leerdam,,3,008040,ffffff,
141400,ARR,660,Asperen - Leerdam,,3,00becd,000000,
141401,ARR,664,Zaltbommel - Heerewaarden,,3,008040,ffffff,
141402,ARR,664,Zaltbommel - Heerewaarden,,3,00becd,000000,
141403,ARR,665,Dreumel - 's-Hertogenbosch,,3,008040,ffffff,
141404,ARR,665,Dreumel - 's-Hertogenbosch,,3,00becd,000000,
141405,ARR,667,Kerkdriel - Zaltbommel,,3,008040,ffffff,
141406,ARR,667,Kerkdriel - Zaltbommel,,3,00becd,000000,
141407,ARR,668,Velddriel - Andel,,3,008040,ffffff,
141408,ARR,668,Velddriel - Andel,,3,00becd,000000,
141409,ARR,669,Zaltbommel - Wijk en Aalburg,,3,008040,ffffff,
141410,ARR,669,Zaltbommel - Wijk en Aalburg,,3,00becd,000000,
141411,ARR,673,Leerdam - Gorinchem,,3,008040,ffffff,
141412,ARR,800,Tiel via Buren - Geldermalsen,,3,800080,ffffff,
141413,ARR,801,Hoenzadriel - Kerkdriel,,3,800080,ffffff,
141414,ARR,802,Druten via Maasbommel - Wamel,,3,800080,ffffff,
141415,ARR,803,Aalst via Kesteren - Eldik,,3,800080,ffffff,
141416,ARR,243,Tiel - Wadenoijen,,3,8000ff,ffffff,
141417,ARR,812,Tiel Station - Tiel Oost,,3,8000ff,ffffff,
141418,ARR,237,Heteren - Kesteren (RsvRRR),,3,8000ff,ffffff,
141419,ARR,46,Tiel via Culemborg - Vianen (RsvRRR),,3,8000ff,ffffff,
141420,ARR,148,Tiel Station - Medel / Lingemeer (RsvRRR),,3,8000ff,ffffff,
141421,ARR,49,Zaltbommel - Brakel (RsvRRR),,3,8000ff,ffffff,
141422,ARR,248,Tiel - Zaltbommel (RsvRRR),,3,8000ff,ffffff,
141423,ARR,260,Geldermalsen - Leerdam (RsvRRR),,3,8000ff,ffffff,
141424,ARR,860,Vlinder Bommelerwaard,,3,ff6e1d,000000,
141425,ARR,261,Geldermalsen via Elst - Geldermalsen (RsvRRR),,3,8000ff,ffffff,
141426,ARR,262,Geldermalsen - Tricht (RsvRRR),,3,8000ff,ffffff,
141427,ARR,266,Zaltbommel - Wijk en Aalburg (RsvRRR),,3,8000ff,ffffff,
141428,ARR,267,Hedel - Zaltbommel (RsvRRR),,3,8000ff,ffffff,
141429,ARR,268,Zaltbommel - Giessen (RsvRRR),,3,8000ff,ffffff,
141430,ARR,673,Leerdam - Gorinchem (RsvRRR),,3,8000ff,ffffff,
141502,ARR,20,Station,,3,0080ff,000000,
141503,ARR,23,Borculo via Doetinchem - Dinxperlo,,3,00becd,000000,
141504,ARR,24,Doetinchem - 's Heerenberg,,3,00becd,000000,
141505,ARR,25,Didam - 's-Heerenberg,,3,008080,ffffff,
141506,ARR,27,Arnhem via Giesbeek - Doetinchem,,3,00becd,000000,
141507,ARR,28,Gendringen via Doetinchem - Zutphen,,3,0000ff,ffffff,
141508,ARR,29,Arnhem via Rheden - Doetinchem,,3,00becd,000000,
141509,ARR,51,Vorden - Doetinchem,,3,00becd,000000,
141510,ARR,52,Lochem West - Station,,3,00becd,000000,
141511,ARR,57,Deventer - Borculo,,3,00becd,000000,
141512,ARR,58,Zutphen - Lochem,,3,00becd,000000,
141513,ARR,72,Borculo - Lichtenvoorde,,3,00becd,000000,
141514,ARR,73,Enschede - Winterswijk,,3,00becd,000000,
141515,ARR,74,Enschede - Doetinchem,,3,00becd,000000,
141516,ARR,75,Aalten - Groenlo,,3,,,
141517,ARR,81,Zutphen - Deventer,,3,00becd,000000,
141518,ARR,83,Zutphen via Warnsveld - Zutphen,,3,00becd,000000,
141519,ARR,84,Zutphen via Zuidwijken - Zutphen,,3,00becd,000000,
141520,ARR,86,Zutphen - Warnsveld,,3,,,
141521,ARR,87,Zutphen via Warnsveld - Zutphen,,3,,,
141522,ARR,191,Ruurlo - Aalten,,3,98c818,000000,
141523,ARR,193,Zutphen via Wichmond - Kranenburg,,3,98c818,000000,
141524,ARR,194,Zelhem via Dinxperlo - Aalten,,3,98c818,000000,
141525,ARR,195,Megchelen - Terborg,,3,98c818,000000,
141526,ARR,196,Nieuw-Dijk via Wehl - 's-Heerenberg,,3,98c818,000000,
141527,ARR,197,'s-Heerenberg - Terborg,,3,98c818,000000,
141528,ARR,198,Neede via Borculo - Groenlo,,3,98c818,000000,
141529,ARR,199,Haaksbergen via Rekken - Eibergen,,3,98c818,000000,
141530,ARR,428,Dinxperlo via Gendringen - Doetinchem,,3,0000ff,ffffff,
141531,ARR,612,Doetinchem Station - Tweede Loolaan,,3,00becd,000000,
141532,ARR,623,Doetinchem Station - Graafschap College,,3,00becd,000000,
141533,ARR,627,Giesbeek - Doetinchem,,3,00becd,000000,
141534,ARR,628,Dinxperlo via Ulft - Doetinchem,,3,00becd,000000,
141535,ARR,651,Zutphen - Doetinchem,,3,00becd,000000,
141536,ARR,656,Doetinchem - Apeldoorn,,3,00becd,000000,
141537,ARR,682,Zutphen - Doetinchem,,3,00becd,000000,
141538,ARR,697,Stokkum - Silvolde,,3,00becd,000000,
141539,ARR,804,Bronckhorst via Steenderen - Hoog-Keppel,,3,,,
141540,ARR,805,Laren - Barchem,,3,,,
141541,ARR,806,Vorden  via Zelhem - Westendorp,,3,,,
141542,ARR,807,Netterden - Gendringen,,3,,,
141543,ARR,808,IJzerlo - Miste,,3,,,
141544,ARR,809,Lievelde via Meddo - Groenlo,,3,,,
141545,ARR,810,Gorssel - Joppe,,3,,,
141546,ARR,52,Lochem west - Station (RsvRRR),,3,8000ff,ffffff,
141547,ARR,852,Vlinder Lochem-Laren,,3,ff6e1d,000000,
141548,ARR,191,Ruurlo - Aalten (RsvRRR),,3,8000ff,ffffff,
141549,ARR,193,Zutphen via Wichmond - Kranenburg (RsvRRR),,3,8000ff,ffffff,
141550,ARR,194,Zelhem via Dinxperlo - Aalten (RsvRRR),,3,8000ff,ffffff,
141551,ARR,195,Megchelen - Terborg (RsvRRR),,3,8000ff,ffffff,
141552,ARR,196,Nieuw-Dijk via Wehl - 's Heerenberg (RsvRRR),,3,8000ff,ffffff,
141553,ARR,197,'s Heerenberg - Terborg (RsvRRR),,3,8000ff,ffffff,
141554,ARR,198,Neede via Borculo - Groenlo (RsvRRR),,3,8000ff,ffffff,
141555,ARR,199,Haaksbergen via Rekken - Eibergen (RsvRRR),,3,8000ff,ffffff,
141797,ARR,10,P+R Noord via Centrum - Randwyck,,3,e00000,ffffff,
141798,ARR,10,Heerlen via Parkstad Stadion - Avantis,,3,e00000,ffffff,
141799,ARR,1,Capital Programme - Plaza,,3,,,
141800,ARR,1,Capital Programme - Plaza,,3,,,
141801,ARR,3,P3 - Vertrekhallen - Plaza,,3,,,
141802,ARR,3,P3 - Vertrekhallen - Plaza,,3,,,
134759,BN,1079,7900 RS23 Zwolle - Enschede,,2,,,
134760,BN,1085,8500 RS22 Zwolle - Kampen,,2,,,
134761,BN,IC23,17900 IC23 Zwolle - Enschede,,2,,,
138804,BRAVO,619,Bladel - Eersel - Eindhoven Station,,3,,,
139605,BRAVO:ARR,82,Boxmeer - Venray Centrum,,3,00becd,000000,
139995,BRAVO:ARR,1,Hoge Vucht via CS - Heusdenhout,,3,34a945,000000,
139997,BRAVO:ARR,2,Hoge Vucht via CS - Kievitsloop,,3,97cb64,000000,
139999,BRAVO:ARR,3,Haagse Beemden via CS - Nieuw Wolfslaar,,3,006fba,ffffff,
140001,BRAVO:ARR,4,Princenhage via CS - Haagse Beemden,,3,f68a33,000000,
140003,BRAVO:ARR,5,Nieuw Wolfslaar via CS - Heusdenhout,,3,fdb515,000000,
140005,BRAVO:ARR,8,Centraal Station - BUas/Ignatiusstraat,,3,ec008c,000000,
140007,BRAVO:ARR,9,Centraal Station - Avans/Amphia ziekenhuis,,3,f173ac,000000,
140009,BRAVO:ARR,11,Borchwerf via Station - Kortendijk,,3,f9e63d,000000,
140011,BRAVO:ARR,12,Station via Kroeven - Langdonk,,3,409599,000000,
140013,BRAVO:ARR,161,Bergen op Zoom via Wouw - Roosendaal Kortendijk,,3,953192,ffffff,
140015,BRAVO:ARR,162,Roosendaal Tolberg via Rucphen - Etten-Leur,,3,77c043,000000,
